;EXPER-ZERO-VARIANTS - MAPA;

Max Interval - Mean
Zr-LRTA*-unit-all;0,000017;0,000047;0,000290;0,000459;
EZr1-NCount-neighbor;0,000002;0,000002;0,000002;0,000008;
EZr1-Vaw-neighbor;0,000001;0,000021;0,000091;0,000080;
EZr1-LRTA*-unit-neighbor;0,000005;0,000029;0,000062;0,000095;
EZr1-NCount-all;0,000001;0,000003;0,000003;0,000002;
EZr1-Vaw-all;0,000256;0,000080;0,000074;0,000120;
EZr1-LRTA*-unit-all;0,000015;0,000074;0,000085;0,000037;
EZr1x-NCount-neighbor;0,000001;0,000002;0,000005;0,000001;
EZr1x-Vaw-neighbor;0,002054;0,000005;0,000016;0,000115;
EZr1x-LRTA*-unit-neighbor;0,000021;0,000025;0,000119;0,000184;
EZr1x-NCount-all;0,000001;0,000003;0,000003;0,000004;
EZr1x-Vaw-all;0,000514;0,000100;0,000056;0,000085;
EZr1x-LRTA*-unit-all;0,000031;0,000041;0,000065;0,000039;
EZr2-NCount-neighbor;0,000001;0,000004;0,000003;0,000001;
EZr2-Vaw-neighbor;0,000843;0,000010;0,000154;0,000097;
EZr2-LRTA*-unit-neighbor;0,000022;0,000107;0,000075;0,000129;
EZr2-NCount-all;0,000001;0,000002;0,000005;0,000003;
EZr2-Vaw-all;0,000000;0,000037;0,000067;0,000210;
EZr2-LRTA*-unit-all;0,000011;0,000057;0,000012;0,000158;


