;EXPER-ZERO-VARIANTS - COMPLETE50;

Max Interval - Mean
EZr1x-NCount-neighbor;0,000001;0,000012;0,000019;0,000025;
EZr1x-Vaw-neighbor;0,000000;0,000343;0,000551;0,000672;
EZr1x-LRTA*-unit-neighbor;0,000159;0,000632;0,001052;0,001414;
EZr1x-NCount-all;0,000002;0,000012;0,000019;0,000025;
EZr1x-Vaw-all;0,000000;0,000372;0,000491;0,000687;
EZr1x-LRTA*-unit-all;0,000159;0,000612;0,001074;0,001479;
EZr2-NCount-neighbor;0,000002;0,000012;0,000020;0,000027;
EZr2-Vaw-neighbor;0,000000;0,000331;0,000492;0,000645;
EZr2-LRTA*-unit-neighbor;0,000065;0,000526;0,000963;0,001331;
EZr2-NCount-all;0,000002;0,000012;0,000019;0,000027;
EZr2-Vaw-all;0,000000;0,000328;0,000565;0,000661;
EZr2-LRTA*-unit-all;0,000060;0,000576;0,000998;0,001312;


SDF - StdDev
;1;5;10;15;
Zr-NCount-neighbor;0,000000;0,000001;0,000002;0,000004;
Zr-Vaw-neighbor;0,000000;0,000000;0,000000;0,000003;
Zr-LRTA*-unit-neighbor;0,000005;0,000022;0,000094;0,000168;
Zr-NCount-all;0,000000;0,000001;0,000001;0,000002;
Zr-Vaw-all;0,000000;0,000000;0,000000;0,000007;
Zr-LRTA*-unit-all;0,000011;0,000032;0,000110;0,000166;
EZr1-NCount-neighbor;0,000000;0,000001;0,000002;0,000002;
EZr1-Vaw-neighbor;0,000000;0,000032;0,000060;0,000072;
EZr1-LRTA*-unit-neighbor;0,000007;0,000071;0,000071;0,000145;
EZr1-NCount-all;0,000000;0,000001;0,000002;0,000002;
EZr1-Vaw-all;0,000000;0,000036;0,000039;0,000037;
EZr1-LRTA*-unit-all;0,000006;0,000049;0,000065;0,000071;
EZr1x-NCount-neighbor;0,000001;0,000001;0,000002;0,000003;
EZr1x-Vaw-neighbor;0,000000;0,000045;0,000049;0,000093;
EZr1x-LRTA*-unit-neighbor;0,000013;0,000091;0,000081;0,000177;
EZr1x-NCount-all;0,000000;0,000001;0,000001;0,000002;
EZr1x-Vaw-all;0,000000;0,000025;0,000031;0,000072;
EZr1x-LRTA*-unit-all;0,000020;0,000033;0,000097;0,000159;
EZr2-NCount-neighbor;0,000000;0,000001;0,000002;0,000002;
EZr2-Vaw-neighbor;0,000000;0,000025;0,000067;0,000052;
EZr2-LRTA*-unit-neighbor;0,000005;0,000041;0,000105;0,000109;
EZr2-NCount-all;0,000001;0,000002;0,000002;0,000003;
EZr2-Vaw-all;0,000000;0,000009;0,000025;0,000060;
EZr2-LRTA*-unit-all;0,000008;0,000033;0,000083;0,000071;


